# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),MaxQ (mbar)
9.15,1358.167,116.79,-12.841,118.335,12.851,168.826,0.069,168.826,0.023,19.057,0.516,36,-85.998,9.792,0.002,-2.78e-6,0.742,0.111,2.62e4,2835,10.809,0.204,209.819,152.592,2.816,0.356,1.865e7,0,80.881,0.351,0.351,0.198,0.016,0.136,3.075e-4,9.292e-4,-8.656e-5,0,0,0,0,2.128e-5,0.014,20.32,324.293,80.687,0.041,0.1,2.493,802.626,332.81,0.05,0.261,NaN
9.2,1363.99,116.149,-12.804,117.698,12.815,169.778,0.07,169.778,0.024,19.031,0.512,36,-85.998,9.792,0.002,-3.321e-6,0.756,-0.121,2.62e4,2835,10.809,0.204,209.813,152.592,2.816,0.354,1.854e7,0,79.921,0.351,0.351,0.198,0.016,0.136,3.467e-4,9.652e-4,1.932e-5,0,0,0,0,2.233e-5,0.014,20.32,324.293,80.649,0.045,0.1,2.455,802.037,332.787,0.05,0.262,NaN
9.25,1369.782,115.509,-12.768,117.063,12.778,170.729,0.07,170.729,0.024,19.006,0.508,36,-85.998,9.792,0.002,-3.13e-6,0.73,-0.267,2.62e4,2835,10.809,0.204,209.808,152.592,2.816,0.352,1.843e7,0,78.97,0.351,0.351,0.198,0.016,0.136,3.558e-4,5.151e-4,-1.795e-4,0,0,0,0,2.103e-5,0.014,20.32,324.293,80.61,0.048,0.1,2.417,801.451,332.764,0.05,0.263,NaN
9.3,1375.541,114.872,-12.733,116.43,12.743,171.679,0.071,171.679,0.024,18.981,0.504,36,-85.998,9.792,0.002,-4.467e-6,0.72,-0.305,2.62e4,2835,10.809,0.204,209.802,152.592,2.815,0.35,1.832e7,0,78.029,0.35,0.35,0.198,0.016,0.136,3.621e-4,0.001,1.47e-4,0,0,0,0,2.067e-5,0.014,20.32,324.293,80.571,0.05,0.1,2.38,800.868,332.741,0.05,0.264,NaN
9.35,1381.269,114.236,-12.697,115.798,12.707,172.627,0.072,172.627,0.024,18.955,0.5,36,-85.998,9.792,0.002,0,0.709,-0.366,2.62e4,2835,10.809,0.204,209.798,152.592,2.815,0.348,1.821e7,0,77.097,0.35,0.35,0.198,0.016,0.136,3.31e-4,5.715e-4,-5.1e-5,0,0,0,0,2.026e-5,0.014,20.32,324.293,80.532,0.05,0.1,2.343,800.288,332.719,0.05,0.265,NaN
9.4,1386.965,113.602,-12.662,115.169,12.672,173.574,0.073,173.574,0.024,18.931,0.496,36,-85.998,9.792,0.002,-6.156e-6,0.747,-0.288,2.62e4,2835,10.809,0.204,209.793,152.592,2.815,0.346,1.811e7,0,76.176,0.35,0.35,0.198,0.016,0.136,2.612e-4,0.001,4.282e-4,0,0,0,0,2.273e-5,0.014,20.32,324.293,80.492,0.049,0.1,2.306,799.711,332.696,0.05,0.266,NaN
9.45,1392.629,112.97,-12.628,114.541,12.637,174.52,0.073,174.52,0.024,18.906,0.492,36,-85.998,9.792,0.001,-1.492e-6,0.791,-0.185,2.62e4,2835,10.809,0.204,209.788,152.592,2.815,0.344,1.8e7,0,75.263,0.35,0.35,0.198,0.016,0.135,2.162e-4,6.027e-4,3.198e-5,0,0,0,0,2.58e-5,0.014,20.32,324.293,80.451,0.046,0.1,2.269,799.138,332.674,0.05,0.267,NaN
9.5,1398.262,112.339,-12.593,113.915,12.603,175.465,0.074,175.465,0.024,18.881,0.487,36,-85.998,9.792,0.001,-3.198e-6,0.792,0.206,2.62e4,2835,10.809,0.204,209.784,152.592,2.815,0.342,1.789e7,0,74.36,0.35,0.35,0.198,0.016,0.135,1.622e-4,2.538e-4,3.14e-4,0,0,0,0,2.613e-5,0.014,20.32,324.293,80.411,0.044,0.1,2.232,798.568,332.652,0.05,0.269,NaN
9.55,1403.863,111.711,-12.559,113.291,12.569,176.408,0.075,176.408,0.024,18.857,0.483,36,-85.998,9.792,0.001,-3.363e-6,0.671,0.465,2.62e4,2835,10.809,0.204,209.779,152.592,2.814,0.341,1.779e7,0,73.466,0.35,0.35,0.198,0.016,0.135,1.724e-4,6.511e-4,-8.381e-5,0,0,0,0,1.894e-5,0.013,20.32,324.293,80.37,0.042,0.1,2.196,798.001,332.63,0.05,0.27,NaN
9.6,1409.433,111.084,-12.526,112.669,12.535,177.35,0.076,177.35,0.024,18.833,0.48,36,-85.998,9.792,0.001,-4.434e-6,0.699,0.443,2.62e4,2835,10.809,0.204,209.773,152.592,2.814,0.339,1.768e7,0,72.582,0.349,0.349,0.198,0.016,0.135,2.154e-4,9.257e-4,1.745e-4,0,0,0,0,2.082e-5,0.013,20.32,324.293,80.328,0.041,0.1,2.16,797.437,332.608,0.05,0.271,NaN
9.65,1414.971,110.458,-12.492,112.048,12.501,178.292,0.076,178.292,0.025,18.809,0.476,36,-85.998,9.792,0.001,-3.365e-6,0.714,0.432,2.62e4,2835,10.809,0.204,209.768,152.592,2.814,0.337,1.757e7,0,71.706,0.349,0.349,0.198,0.016,0.135,2.165e-4,2.523e-4,1.036e-4,0,0,0,0,2.193e-5,0.013,20.32,324.293,80.287,0.042,0.1,2.124,796.877,332.586,0.05,0.272,NaN
9.7,1420.479,109.834,-12.459,111.429,12.468,179.231,0.077,179.231,0.025,18.785,0.473,36,-85.998,9.792,0.001,-2.266e-6,0.809,0.241,2.62e4,2835,10.809,0.204,209.763,152.592,2.814,0.335,1.747e7,0,70.839,0.349,0.349,0.199,0.016,0.135,2.313e-4,4.383e-4,-2.358e-4,0,0,0,0,2.848e-5,0.013,20.32,324.293,80.245,0.043,0.1,2.088,796.319,332.564,0.05,0.273,NaN
9.75,1425.955,109.212,-12.427,110.812,12.435,180.17,0.078,180.17,0.025,18.762,0.469,36,-85.998,9.792,0.002,-3.477e-6,0.84,0.136,2.62e4,2835,10.809,0.204,209.758,152.592,2.813,0.333,1.736e7,0,69.981,0.349,0.349,0.199,0.016,0.134,2.465e-4,5.651e-4,2.657e-4,0,0,0,0,3.11e-5,0.013,20.32,324.293,80.203,0.045,0.1,2.052,795.765,332.543,0.05,0.274,NaN
9.8,1431.4,108.592,-12.394,110.197,12.403,181.108,0.079,181.108,0.025,18.738,0.466,36,-85.998,9.792,0.002,-2.482e-6,0.852,-0.076,2.62e4,2835,10.809,0.204,209.753,152.592,2.813,0.331,1.726e7,0,69.132,0.349,0.349,0.199,0.016,0.134,2.713e-4,7.64e-4,-8.974e-5,0,0,0,0,3.229e-5,0.013,20.32,324.293,80.16,0.047,0.1,2.017,795.214,332.521,0.05,0.275,NaN
9.85,1436.814,107.973,-12.362,109.583,12.371,182.044,0.079,182.044,0.025,18.715,0.463,36,-85.998,9.792,0.002,-4.228e-6,0.857,-0.145,2.62e4,2835,10.809,0.204,209.748,152.592,2.813,0.33,1.716e7,0,68.292,0.348,0.348,0.199,0.016,0.134,3.229e-4,7.087e-4,2.301e-4,0,0,0,0,3.306e-5,0.013,20.32,324.293,80.117,0.049,0.1,1.982,794.68,332.5,0.05,0.275,NaN
9.9,1442.197,107.355,-12.331,108.971,12.339,182.979,0.08,182.979,0.025,18.692,0.459,36,-85.998,9.792,0.002,-3.632e-6,0.842,-0.242,2.62e4,2835,10.809,0.204,209.743,152.592,2.813,0.328,1.705e7,0,67.462,0.348,0.348,0.199,0.016,0.134,3.326e-4,6.938e-4,-7.695e-5,0,0,0,0,3.231e-5,0.013,20.32,324.293,80.073,0.05,0.1,1.947,794.162,332.479,0.05,0.276,NaN
9.95,1447.55,106.74,-12.299,108.36,12.308,183.913,0.081,183.913,0.025,18.669,0.455,36,-85.998,9.792,0.002,-2.843e-6,0.843,-0.284,2.62e4,2835,10.809,0.204,209.739,152.592,2.812,0.326,1.695e7,0,66.641,0.348,0.348,0.199,0.016,0.134,3.4e-4,4.345e-4,-5.974e-5,0,0,0,0,3.276e-5,0.013,20.32,324.293,80.029,0.051,0.1,1.912,793.647,332.457,0.05,0.277,NaN
10,1452.871,106.125,-12.268,107.751,12.277,184.846,0.082,184.846,0.025,18.647,0.452,36,-85.998,9.792,0.002,-3.78e-6,0.86,-0.243,2.62e4,2835,10.809,0.204,209.734,152.592,2.812,0.324,1.685e7,0,65.828,0.348,0.348,0.199,0.016,0.134,3.193e-4,0.001,2.294e-4,0,0,0,0,3.446e-5,0.013,20.32,324.293,79.984,0.051,0.1,1.877,793.134,332.437,0.05,0.278,NaN
10.05,1458.162,105.513,-12.238,107.144,12.246,185.778,0.083,185.778,0.025,18.624,0.448,36,-85.998,9.792,0.002,-6.895e-6,0.902,-0.058,2.62e4,2835,10.809,0.204,209.73,152.592,2.812,0.322,1.675e7,0,65.022,0.348,0.348,0.199,0.016,0.134,3.041e-4,0.001,-1.123e-4,0,0,0,0,3.832e-5,0.013,20.32,324.293,79.939,0.049,0.1,1.843,792.625,332.416,0.05,0.279,NaN
10.1,1463.423,104.902,-12.208,106.538,12.216,186.708,0.083,186.708,0.026,18.602,0.445,36,-85.998,9.792,0.002,-1.879e-6,0.916,0.039,2.62e4,2835,10.809,0.204,209.725,152.592,2.812,0.321,1.664e7,0,64.225,0.348,0.348,0.199,0.016,0.133,3.193e-4,9.588e-4,-2.714e-4,0,0,0,0,3.994e-5,0.013,20.32,324.293,79.893,0.047,0.1,1.809,792.119,332.395,0.05,0.28,NaN
10.15,1468.652,104.292,-12.178,105.934,12.186,187.638,0.084,187.638,0.026,18.58,0.441,36,-85.998,9.792,0.002,-6.794e-6,0.876,0.292,2.62e4,2835,10.809,0.204,209.72,152.592,2.811,0.319,1.654e7,0,63.436,0.347,0.347,0.199,0.016,0.133,3.341e-4,0.001,-4.836e-4,0,0,0,0,3.701e-5,0.013,20.32,324.293,79.847,0.045,0.1,1.775,791.615,332.374,0.05,0.281,NaN
10.2,1473.852,103.684,-12.148,105.332,12.156,188.566,0.085,188.566,0.026,18.558,0.438,36,-85.998,9.792,0.002,-4.584e-6,0.83,0.43,2.62e4,2835,10.809,0.204,209.716,152.592,2.811,0.317,1.644e7,0,62.655,0.347,0.347,0.199,0.015,0.133,3.713e-4,0.001,3.713e-4,0,0,0,0,3.359e-5,0.013,20.32,324.293,79.801,0.043,0.1,1.741,791.115,332.354,0.05,0.281,NaN
10.25,1479.021,103.077,-12.118,104.731,12.126,189.494,0.086,189.494,0.026,18.536,0.435,36,-85.998,9.792,0.003,-2.786e-6,0.832,0.443,2.62e4,2835,10.809,0.204,209.711,152.592,2.811,0.315,1.634e7,0,61.881,0.347,0.347,0.199,0.015,0.133,4.176e-4,0.001,1.009e-4,0,0,0,0,3.408e-5,0.012,20.32,324.293,79.754,0.042,0.1,1.707,790.617,332.334,0.05,0.282,NaN
10.3,1484.16,102.472,-12.089,104.131,12.097,190.42,0.087,190.42,0.026,18.514,0.431,36,-85.998,9.792,0.003,-4.317e-6,0.852,0.428,2.62e4,2835,10.809,0.204,209.706,152.592,2.811,0.313,1.624e7,0,61.116,0.347,0.347,0.199,0.015,0.133,4.221e-4,0.001,4.604e-4,0,0,0,0,3.622e-5,0.012,20.32,324.293,79.707,0.042,0.1,1.674,790.123,332.313,0.05,0.283,NaN
10.35,1489.268,101.868,-12.06,103.533,12.068,191.345,0.087,191.345,0.026,18.493,0.428,36,-85.998,9.792,0.003,-1.701e-6,0.914,0.289,2.62e4,2835,10.809,0.204,209.702,152.592,2.811,0.312,1.614e7,0,60.358,0.347,0.347,0.199,0.015,0.133,4.157e-4,7.055e-4,-4.041e-4,0,0,0,0,4.216e-5,0.012,20.32,324.293,79.659,0.044,0.1,1.641,789.631,332.293,0.05,0.283,NaN
10.4,1494.346,101.266,-12.032,102.937,12.039,192.269,0.088,192.269,0.026,18.471,0.425,36,-85.998,9.792,0.003,-3.012e-6,0.959,0.155,2.62e4,2835,10.809,0.204,209.698,152.592,2.81,0.31,1.604e7,0,59.607,0.347,0.347,0.199,0.015,0.132,4.087e-4,0.001,1.752e-4,0,0,0,0,4.697e-5,0.012,20.32,324.293,79.61,0.047,0.1,1.608,789.142,332.273,0.05,0.284,NaN
10.45,1499.395,100.665,-12.003,102.342,12.011,193.192,0.089,193.192,0.026,18.45,0.422,36,-85.998,9.792,0.003,-3.512e-6,0.986,-0.063,2.62e4,2835,10.809,0.204,209.693,152.592,2.81,0.308,1.594e7,0,58.864,0.346,0.346,0.199,0.015,0.132,4.406e-4,0.001,-4.08e-5,0,0,0,0,5.02e-5,0.012,20.32,324.293,79.561,0.05,0.1,1.575,788.656,332.253,0.05,0.285,NaN
10.5,1504.413,100.066,-11.976,101.749,11.983,194.114,0.09,194.114,0.026,18.429,0.418,36,-85.998,9.792,0.003,-3.614e-6,0.97,-0.231,2.62e4,2835,10.809,0.204,209.689,152.592,2.81,0.306,1.584e7,0,58.128,0.346,0.346,0.199,0.015,0.132,4.168e-4,0.001,-1.818e-4,0,0,0,0,4.916e-5,0.012,20.32,324.293,79.512,0.053,0.1,1.542,788.173,332.233,0.05,0.285,NaN
10.55,1509.401,99.468,-11.948,101.157,11.955,195.035,0.09,195.035,0.027,18.408,0.415,36,-85.998,9.792,0.003,-2.531e-6,0.946,-0.335,2.62e4,2835,10.809,0.204,209.685,152.592,2.81,0.305,1.575e7,0,57.4,0.346,0.346,0.199,0.015,0.132,4.524e-4,9.79e-4,4.473e-4,0,0,0,0,4.73e-5,0.012,20.32,324.293,79.462,0.055,0.1,1.51,787.693,332.214,0.05,0.286,NaN
10.6,1514.36,98.871,-11.92,100.566,11.927,195.955,0.091,195.955,0.027,18.388,0.412,36,-85.998,9.792,0.003,-3.899e-6,0.942,-0.389,2.62e4,2835,10.809,0.204,209.68,152.592,2.809,0.303,1.565e7,0,56.679,0.346,0.346,0.199,0.015,0.132,4.728e-4,0.001,2.842e-4,0,0,0,0,4.739e-5,0.012,20.32,324.293,79.411,0.056,0.1,1.478,787.216,332.194,0.05,0.286,NaN
10.65,1519.288,98.276,-11.893,99.977,11.9,196.874,0.092,196.874,0.027,18.367,0.409,36,-85.998,9.792,0.003,-2.483e-6,0.951,-0.389,2.62e4,2835,10.809,0.204,209.676,152.592,2.809,0.301,1.555e7,0,55.965,0.346,0.346,0.199,0.015,0.132,4.64e-4,0.002,3.834e-4,0,0,0,0,4.889e-5,0.012,20.32,324.293,79.36,0.057,0.1,1.446,786.741,332.175,0.05,0.287,NaN
10.7,1524.187,97.682,-11.866,99.39,11.873,197.792,0.093,197.792,0.027,18.347,0.406,36,-85.998,9.792,0.003,-1.133e-6,0.979,-0.349,2.62e4,2835,10.809,0.204,209.672,152.592,2.809,0.299,1.545e7,0,55.258,0.346,0.346,0.199,0.015,0.132,4.664e-4,9.007e-4,2.519e-4,0,0,0,0,5.241e-5,0.012,20.32,324.293,79.308,0.056,0.1,1.414,786.27,332.156,0.05,0.288,NaN
10.75,1529.057,97.089,-11.84,98.803,11.847,198.709,0.094,198.709,0.027,18.327,0.402,36,-85.998,9.792,0.003,-2.961e-6,1.03,-0.216,2.62e4,2835,10.809,0.204,209.668,152.592,2.809,0.298,1.536e7,0,54.559,0.346,0.346,0.199,0.015,0.132,4.524e-4,0.002,-1.02e-4,0,0,0,0,5.877e-5,0.012,20.32,324.293,79.256,0.054,0.1,1.382,785.801,332.136,0.05,0.289,NaN
10.8,1533.896,96.498,-11.813,98.219,11.82,199.625,0.095,199.625,0.027,18.307,0.399,36,-85.998,9.792,0.003,-2.262e-6,1.057,-0.08,2.62e4,2835,10.809,0.204,209.664,152.592,2.809,0.296,1.526e7,0,53.866,0.345,0.345,0.199,0.015,0.131,4.445e-4,0.001,-4.007e-4,0,0,0,0,6.256e-5,0.012,20.32,324.293,79.203,0.052,0.1,1.351,785.335,332.117,0.05,0.29,NaN
10.85,1538.706,95.908,-11.787,97.635,11.794,200.539,0.095,200.539,0.027,18.287,0.396,36,-85.998,9.792,0.003,-3.438e-6,1.06,0.16,2.62e4,2835,10.809,0.204,209.66,152.592,2.808,0.294,1.516e7,0,53.18,0.345,0.345,0.199,0.015,0.131,4.692e-4,0.001,1.425e-4,0,0,0,0,6.376e-5,0.012,20.32,324.293,79.15,0.05,0.1,1.319,784.872,332.098,0.05,0.291,NaN
10.9,1543.487,95.319,-11.761,97.053,11.768,201.453,0.096,201.453,0.027,18.267,0.393,36,-85.998,9.792,0.003,-2.374e-6,1.037,0.295,2.62e4,2835,10.809,0.204,209.656,152.592,2.808,0.292,1.507e7,0,52.501,0.345,0.345,0.199,0.015,0.131,5.023e-4,9.989e-4,-4.601e-4,0,0,0,0,6.172e-5,0.012,20.32,324.293,79.096,0.047,0.1,1.288,784.412,332.08,0.05,0.291,NaN
10.95,1548.238,94.731,-11.736,96.473,11.742,202.366,0.097,202.366,0.027,18.247,0.39,36,-85.998,9.792,0.004,-3.743e-6,1.013,0.408,2.62e4,2835,10.809,0.204,209.651,152.592,2.808,0.291,1.497e7,0,51.828,0.345,0.345,0.199,0.015,0.131,5.902e-4,0.002,4.752e-4,0,0,0,0,5.96e-5,0.011,20.32,324.293,79.042,0.045,0.1,1.257,783.955,332.061,0.05,0.292,NaN
11,1552.96,94.145,-11.71,95.894,11.717,203.278,0.098,203.278,0.028,18.228,0.388,36,-85.998,9.792,0.004,-2.652e-6,1.015,0.434,2.62e4,2835,10.809,0.204,209.646,152.592,2.808,0.289,1.488e7,0,51.162,0.345,0.345,0.199,0.015,0.131,6.446e-4,0.002,-1.636e-5,0,0,0,0,6.057e-5,0.011,20.32,324.293,78.987,0.044,0.1,1.227,783.5,332.042,0.05,0.293,NaN
11.05,1557.653,93.56,-11.685,95.316,11.692,204.189,0.099,204.189,0.028,18.209,0.385,36,-85.998,9.792,0.004,-3.485e-6,1.046,0.379,2.62e4,2835,10.809,0.204,209.642,152.592,2.808,0.287,1.478e7,0,50.503,0.345,0.345,0.199,0.015,0.131,6.884e-4,0.002,1.2e-4,0,0,0,0,6.514e-5,0.011,20.32,324.293,78.932,0.044,0.1,1.196,783.049,332.024,0.05,0.293,NaN
11.1,1562.316,92.977,-11.66,94.739,11.667,205.099,0.1,205.099,0.028,18.19,0.382,36,-85.998,9.792,0.004,-3.453e-6,1.09,0.303,2.62e4,2835,10.809,0.204,209.638,152.592,2.807,0.285,1.469e7,0,49.851,0.345,0.345,0.199,0.015,0.131,7.147e-4,0.002,-3.815e-4,0,0,0,0,7.159e-5,0.011,20.32,324.293,78.876,0.046,0.1,1.166,782.6,332.005,0.05,0.294,NaN
11.15,1566.951,92.394,-11.636,94.164,11.642,206.008,0.1,206.008,0.028,18.17,0.379,36,-85.998,9.792,0.004,-2.8e-6,1.133,0.186,2.62e4,2835,10.809,0.204,209.634,152.592,2.807,0.284,1.459e7,0,49.205,0.344,0.344,0.199,0.015,0.13,7.183e-4,0.002,-2.021e-4,0,0,0,0,7.826e-5,0.011,20.32,324.293,78.819,0.048,0.1,1.136,782.154,331.987,0.05,0.295,NaN
11.2,1571.556,91.813,-11.611,93.59,11.618,206.916,0.101,206.916,0.028,18.152,0.376,36,-85.998,9.792,0.004,-4.466e-6,1.16,0.053,2.62e4,2835,10.809,0.204,209.631,152.592,2.807,0.282,1.45e7,0,48.565,0.344,0.344,0.199,0.015,0.13,7.167e-4,0.002,2.165e-4,0,0,0,0,8.311e-5,0.011,20.32,324.293,78.761,0.051,0.1,1.106,781.711,331.969,0.05,0.296,NaN
11.25,1576.132,91.233,-11.587,93.018,11.593,207.823,0.102,207.823,0.028,18.133,0.373,36,-85.998,9.792,0.004,-9.332e-7,1.174,-0.114,2.62e4,2835,10.809,0.204,209.627,152.592,2.807,0.28,1.44e7,0,47.932,0.344,0.344,0.199,0.015,0.13,6.817e-4,0.002,-1.692e-4,0,0,0,0,8.607e-5,0.011,20.32,324.293,78.703,0.054,0.1,1.076,781.27,331.951,0.05,0.296,NaN
11.3,1580.679,90.654,-11.564,92.447,11.569,208.729,0.103,208.729,0.028,18.114,0.37,36,-85.998,9.792,0.004,-5.52e-6,1.16,-0.262,2.62e4,2835,10.809,0.204,209.624,152.592,2.807,0.279,1.431e7,0,47.305,0.344,0.344,0.199,0.015,0.13,6.506e-4,0.002,-3.39e-4,0,0,0,0,8.515e-5,0.011,20.32,324.293,78.643,0.058,0.1,1.046,780.832,331.933,0.05,0.297,NaN
11.35,1585.197,90.077,-11.54,91.877,11.546,209.634,0.104,209.634,0.028,18.096,0.367,36,-85.998,9.792,0.004,-6.571e-6,1.143,-0.381,2.62e4,2835,10.809,0.204,209.62,152.592,2.807,0.277,1.422e7,0,46.684,0.344,0.344,0.199,0.015,0.13,6.428e-4,0.002,2.184e-4,0,0,0,0,8.36e-5,0.011,20.32,324.293,78.583,0.06,0.1,1.017,780.397,331.915,0.05,0.298,NaN
11.4,1589.687,89.5,-11.517,91.308,11.522,210.539,0.105,210.539,0.028,18.078,0.364,36,-85.998,9.792,0.004,-4.508e-6,1.121,-0.464,2.62e4,2835,10.809,0.204,209.616,152.592,2.806,0.275,1.412e7,0,46.069,0.344,0.344,0.199,0.015,0.13,6.498e-4,0.001,1.975e-4,0,0,0,0,8.15e-5,0.011,20.32,324.293,78.523,0.062,0.1,0.988,779.965,331.898,0.05,0.299,NaN
11.45,1594.147,88.925,-11.493,90.741,11.499,211.442,0.105,211.442,0.029,18.06,0.361,36,-85.998,9.792,0.004,-4.376e-6,1.141,-0.454,2.62e4,2835,10.809,0.204,209.613,152.592,2.806,0.273,1.403e7,0,45.461,0.344,0.344,0.199,0.015,0.13,6.561e-4,0.001,1.875e-4,0,0,0,0,8.549e-5,0.011,20.32,324.293,78.462,0.062,0.1,0.959,779.536,331.88,0.05,0.3,NaN
11.5,1598.579,88.351,-11.471,90.174,11.476,212.345,0.106,212.345,0.029,18.042,0.358,36,-85.998,9.792,0.004,-1.103e-6,1.164,-0.417,2.62e4,2835,10.809,0.204,209.609,152.592,2.806,0.272,1.394e7,0,44.858,0.343,0.343,0.199,0.015,0.13,6.714e-4,0.002,4.068e-4,0,0,0,0,9.009e-5,0.011,20.32,324.293,78.4,0.061,0.1,0.93,779.109,331.863,0.05,0.3,NaN
11.55,1602.983,87.778,-11.448,89.609,11.453,213.246,0.107,213.246,0.029,18.024,0.355,36,-85.998,9.792,0.004,-5.856e-6,1.228,-0.251,2.62e4,2835,10.809,0.204,209.605,152.592,2.806,0.27,1.384e7,0,44.262,0.343,0.343,0.199,0.014,0.129,6.924e-4,0.002,-2.86e-4,0,0,0,0,1.016e-4,0.011,20.32,324.293,78.338,0.06,0.1,0.902,778.686,331.845,0.05,0.301,NaN
11.6,1607.357,87.206,-11.425,89.046,11.431,214.147,0.108,214.147,0.029,18.006,0.353,36,-85.998,9.792,0.005,-3.564e-6,1.261,-0.088,2.62e4,2835,10.809,0.204,209.601,152.592,2.806,0.268,1.375e7,0,43.671,0.343,0.343,0.199,0.014,0.129,7.354e-4,0.002,4.006e-4,0,0,0,0,1.084e-4,0.011,20.32,324.293,78.275,0.057,0.1,0.873,778.265,331.828,0.05,0.301,NaN
11.65,1611.703,86.636,-11.403,88.483,11.408,215.047,0.109,215.047,0.029,17.989,0.35,36,-85.998,9.792,0.005,-1.913e-6,1.273,0.061,2.62e4,2835,10.809,0.204,209.597,152.592,2.805,0.267,1.366e7,0,43.086,0.343,0.343,0.199,0.014,0.129,7.984e-4,0.002,-4.826e-4,0,0,0,0,1.12e-4,0.011,20.32,324.293,78.212,0.054,0.1,0.845,777.846,331.811,0.05,0.303,NaN
11.7,1616.021,86.066,-11.381,87.922,11.386,215.946,0.11,215.946,0.029,17.971,0.347,36,-85.998,9.791,0.005,-3.663e-7,1.278,0.193,2.62e4,2835,10.809,0.204,209.593,152.592,2.805,0.265,1.357e7,0,42.507,0.343,0.343,0.199,0.014,0.129,8.683e-4,0.003,-2.597e-4,0,0,0,0,1.142e-4,0.01,20.32,324.293,78.147,0.052,0.1,0.817,777.431,331.794,0.05,0.303,NaN
11.75,1620.31,85.498,-11.359,87.362,11.364,216.844,0.111,216.844,0.029,17.954,0.345,36,-85.998,9.791,0.006,-1.753e-6,1.273,0.302,2.62e4,2835,10.809,0.204,209.589,152.592,2.805,0.263,1.348e7,0,41.934,0.343,0.343,0.199,0.014,0.129,9.459e-4,0.003,2.835e-5,0,0,0,0,1.148e-4,0.01,20.32,324.293,78.082,0.05,0.1,0.789,777.018,331.777,0.05,0.304,NaN
11.8,1624.571,84.93,-11.337,86.803,11.343,217.741,0.112,217.741,0.029,17.937,0.342,36,-85.998,9.791,0.006,-2.842e-6,1.281,0.348,2.62e4,2835,10.809,0.204,209.585,152.592,2.805,0.262,1.339e7,0,41.367,0.343,0.343,0.199,0.014,0.129,0.001,0.003,-4.219e-4,0,0,0,0,1.177e-4,0.01,20.32,324.293,78.016,0.048,0.1,0.761,776.608,331.76,0.05,0.304,NaN
11.85,1628.803,84.364,-11.316,86.246,11.321,218.638,0.112,218.638,0.029,17.92,0.34,36,-85.998,9.791,0.006,-3.079e-6,1.295,0.366,2.62e4,2835,10.809,0.204,209.581,152.592,2.805,0.26,1.33e7,0,40.805,0.343,0.343,0.199,0.014,0.129,0.001,0.003,-1.714e-4,0,0,0,0,1.218e-4,0.01,20.32,324.293,77.949,0.048,0.1,0.734,776.2,331.744,0.05,0.305,NaN
11.9,1633.007,83.799,-11.295,85.69,11.3,219.533,0.113,219.533,0.03,17.903,0.337,36,-85.998,9.791,0.007,-2.807e-6,1.318,0.34,2.62e4,2835,10.809,0.204,209.578,152.592,2.804,0.258,1.321e7,0,40.249,0.342,0.342,0.199,0.014,0.129,0.001,0.002,-4.795e-4,0,0,0,0,1.279e-4,0.01,20.32,324.293,77.882,0.048,0.1,0.706,775.796,331.727,0.05,0.305,NaN
11.95,1637.183,83.234,-11.274,85.134,11.279,220.428,0.114,220.428,0.03,17.886,0.334,36,-85.998,9.791,0.007,-4.691e-6,1.347,0.292,2.62e4,2835,10.809,0.204,209.574,152.592,2.804,0.257,1.312e7,0,39.698,0.342,0.342,0.199,0.014,0.129,0.001,0.003,6.336e-5,0,0,0,0,1.353e-4,0.01,20.32,324.293,77.813,0.05,0.1,0.679,775.394,331.711,0.05,0.306,NaN
12,1641.33,82.671,-11.253,84.58,11.258,221.322,0.115,221.322,0.03,17.869,0.332,36,-85.998,9.791,0.007,-2.685e-6,1.387,0.175,2.62e4,2835,10.809,0.204,209.571,152.592,2.804,0.255,1.303e7,0,39.153,0.342,0.342,0.199,0.014,0.128,0.001,0.003,-2.85e-4,0,0,0,0,1.453e-4,0.01,20.32,324.293,77.744,0.052,0.1,0.652,774.994,331.694,0.05,0.307,NaN
